
start_station_id,start_station_name,end_station_id,end_station_name,duration_sec,start_date,end_date,bike_number,zip_code,station_id,latitude,longitude,dockcount,landmark
2,San Jose Diridon Caltrain Station,11,MLK Library,639,2014-02-25 10:58:00,2014-02-25 11:08:00,99,95051,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,643,2015-04-15 08:06:00,2015-04-15 08:16:00,691,94044,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,661,2014-08-17 14:25:00,2014-08-17 14:36:00,195,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,629,2014-04-11 18:31:00,2014-04-11 18:41:00,62,80020,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,5707,2015-09-06 12:33:00,2015-09-06 14:08:00,127,81,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,450,2014-08-07 17:08:00,2014-08-07 17:16:00,197,94607,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,694,2013-08-31 16:06:00,2013-08-31 16:18:00,86,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,552,2015-09-15 18:50:00,2015-09-15 18:59:00,295,95172,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,548,2015-01-29 07:47:00,2015-01-29 07:56:00,138,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,547,2015-09-30 18:52:00,2015-09-30 19:02:00,89,95172,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,534,2015-03-12 07:49:00,2015-03-12 07:58:00,153,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,538,2015-09-11 18:43:00,2015-09-11 18:52:00,692,95172,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,1558,2015-11-08 04:22:00,2015-11-08 04:48:00,661,94014,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,808,2015-01-07 14:13:00,2015-01-07 14:26:00,678,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,443,2015-03-25 07:21:00,2015-03-25 07:28:00,93,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,845,2016-08-29 18:48:00,2016-08-29 19:02:00,649,94587,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,531,2014-11-10 15:18:00,2014-11-10 15:27:00,713,97214,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,514,2015-11-04 10:09:00,2015-11-04 10:18:00,143,94706,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,394,2016-02-25 10:10:00,2016-02-25 10:17:00,104,94706,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,738,2014-06-25 13:06:00,2014-06-25 13:18:00,120,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,521,2015-09-29 10:08:00,2015-09-29 10:17:00,153,94706,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,1347,2015-09-02 18:51:00,2015-09-02 19:13:00,78,95172,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,477,2015-02-11 07:43:00,2015-02-11 07:51:00,242,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,554,2014-02-24 15:59:00,2014-02-24 16:08:00,124,97408,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,543,2016-04-27 18:47:00,2016-04-27 18:56:00,208,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,552,2015-11-03 19:05:00,2015-11-03 19:14:00,54,95172,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,749,2014-10-31 09:13:00,2014-10-31 09:26:00,299,94043,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,592,2013-10-08 19:29:00,2013-10-08 19:39:00,96,94043,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,633,2015-04-20 08:06:00,2015-04-20 08:17:00,54,94044,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,729,2015-09-21 20:23:00,2015-09-21 20:35:00,670,94104,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,545,2016-03-24 10:09:00,2016-03-24 10:18:00,691,94706,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,498,2014-03-10 14:00:00,2014-03-10 14:09:00,205,95062,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,810,2015-03-23 08:39:00,2015-03-23 08:52:00,208,94502,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,694,2014-09-23 18:32:00,2014-09-23 18:44:00,72,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,316,2014-01-16 10:37:00,2014-01-16 10:42:00,37,94043,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,1795,2013-10-12 12:00:00,2013-10-12 12:30:00,686,94305,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,470,2015-08-01 11:21:00,2015-08-01 11:29:00,706,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,381,2014-01-17 11:38:00,2014-01-17 11:44:00,86,94043,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,462,2015-05-26 07:50:00,2015-05-26 07:58:00,692,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,1060,2014-03-27 08:38:00,2014-03-27 08:56:00,57,94502,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,587,2014-03-19 17:12:00,2014-03-19 17:22:00,297,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,503,2016-01-14 11:42:00,2016-01-14 11:50:00,679,95035,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,614,2015-05-08 07:54:00,2015-05-08 08:04:00,261,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,500,2015-02-13 07:55:00,2015-02-13 08:03:00,180,95126,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,393,2013-12-03 07:56:00,2013-12-03 08:03:00,248,95062,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,639,2015-01-28 08:11:00,2015-01-28 08:21:00,138,94044,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,627,2014-03-05 11:08:00,2014-03-05 11:19:00,80,95051,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,647,2013-09-23 17:27:00,2013-09-23 17:38:00,684,95066,2,37.329732,-121.901782,27,San Jose
2,San Jose Diridon Caltrain Station,11,MLK Library,524,2014-09-10 10:05:00,2014-09-10 10:14:00,145,94516,2,37.329732,-121.901782,27,San Jose
