
start_station_name,end_station_name,latitude,longitude,total_trips
Golden Gate at Polk,Mechanics Plaza (Market at Battery),37.781332,-122.418603,155
San Jose City Hall,MLK Library,37.337391,-121.886995,155
Post at Kearny,Powell at Post (Union Square),37.788975,-122.403452,155
San Salvador at 1st,San Jose City Hall,37.330165,-121.885831,154
2nd at South Park,Post at Kearney,37.782259,-122.392738,154
Commercial at Montgomery,Clay at Battery,37.794231,-122.402923,154
SJSU - San Salvador at 9th,SJSU 4th at San Carlos,37.333955,-121.877349,154
San Jose City Hall,San Pedro Square,37.337391,-121.886995,153
5th at Howard,Washington at Kearny,37.781752,-122.405127,152
Ryland Park,Japantown,37.342725,-121.895617,152
Embarcadero at Vallejo,Howard at 2nd,37.799953,-122.398525,151
Civic Center BART (7th at Market),Embarcadero at Vallejo,37.781039,-122.411748,151
St James Park,SJSU 4th at San Carlos,37.339301,-121.889937,151
Washington at Kearny,Embarcadero at Bryant,37.795425,-122.404767,151
Embarcadero at Folsom,Temporary Transbay Terminal (Howard at Beale),37.791464,-122.391034,150
Post at Kearney,Grant Avenue at Columbus Avenue,37.788975,-122.403452,150
Market at 10th,San Francisco City Hall,37.776619,-122.417385,150
Washington at Kearny,2nd at Townsend,37.795425,-122.404767,150
Redwood City Caltrain Station,San Mateo County Center,37.486078,-122.232089,149
Beale at Market,2nd at Folsom,37.792251,-122.397086,149
Mechanics Plaza (Market at Battery),San Francisco City Hall,37.7913,-122.399051,149
Embarcadero at Folsom,Powell Street BART,37.791464,-122.391034,149
Embarcadero at Sansome,2nd at Folsom,37.80477,-122.403234,148
Park at Olive,California Ave Caltrain Station,37.4256839,-122.1377775,148
Washington at Kearny,Broadway St at Battery St,37.795425,-122.404767,148
San Pedro Square,Santa Clara County Civic Center,37.336721,-121.894074,148
California Ave Caltrain Station,Cowper at University,37.429082,-122.142805,148
Clay at Battery,Market at 10th,37.795001,-122.39997,148
Harry Bridges Plaza (Ferry Building),Post at Kearney,37.795392,-122.394203,148
San Pedro Square,San Jose City Hall,37.336721,-121.894074,147
San Jose Civic Center,San Pedro Square,37.330698,-121.888979,146
Market at 10th,Embarcadero at Vallejo,37.776619,-122.417385,146
Grant Avenue at Columbus Avenue,Embarcadero at Vallejo,37.7979,-122.405942,146
2nd at Folsom,Broadway St at Battery St,37.785299,-122.396236,145
SJSU 4th at San Carlos,SJSU - San Salvador at 9th,37.332808,-121.883891,145
Post at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),37.788975,-122.403452,145
Post at Kearny,Embarcadero at Folsom,37.788975,-122.403452,145
San Francisco City Hall,Golden Gate at Polk,37.77865,-122.418235,145
Clay at Battery,Davis at Jackson,37.795001,-122.39997,144
Davis at Jackson,Washington at Kearny,37.79728,-122.398436,144
Washington at Kearny,Civic Center BART (7th at Market),37.795425,-122.404767,144
Post at Kearny,Spear at Folsom,37.788975,-122.403452,144
Charleston Park/ North Bayshore Area,Mountain View Caltrain Station,37.420909,-122.080623,144
San Antonio Caltrain Station,Mountain View Caltrain Station,37.40694,-122.106758,143
Washington at Kearny,Embarcadero at Vallejo,37.795425,-122.404767,143
San Francisco City Hall,5th at Howard,37.77865,-122.418235,143
Powell at Post (Union Square),Embarcadero at Folsom,37.788446,-122.408499,142
SJSU - San Salvador at 9th,SJSU - San Salvador at 9th,37.333955,-121.877349,142
San Jose Civic Center,Santa Clara at Almaden,37.330698,-121.888979,141
San Salvador at 1st,SJSU - San Salvador at 9th,37.330165,-121.885831,141
5th at Howard,Broadway St at Battery St,37.781752,-122.405127,141
SJSU 4th at San Carlos,SJSU 4th at San Carlos,37.332808,-121.883891,141
Post at Kearney,2nd at South Park,37.788975,-122.403452,139
South Van Ness at Market,Davis at Jackson,37.774814,-122.418954,139
Palo Alto Caltrain Station,University and Emerson,37.443988,-122.164759,139
SJSU - San Salvador at 9th,MLK Library,37.333955,-121.877349,139
Beale at Market,Washington at Kearny,37.792251,-122.397086,137
Market at 4th,Post at Kearny,37.786305,-122.404966,137
2nd at South Park,Golden Gate at Polk,37.782259,-122.392738,137
Broadway St at Battery St,2nd at South Park,37.798541,-122.400862,136
South Van Ness at Market,Embarcadero at Vallejo,37.774814,-122.418954,136
Adobe on Almaden,Adobe on Almaden,37.331415,-121.8932,136
Yerba Buena Center of the Arts (3rd @ Howard),Mechanics Plaza (Market at Battery),37.784878,-122.401014,136
SJSU 4th at San Carlos,St James Park,37.332808,-121.883891,135
Embarcadero at Bryant,Powell at Post (Union Square),37.787152,-122.388013,135
Santa Clara at Almaden,Paseo de San Antonio,37.333988,-121.894902,135
South Van Ness at Market,Clay at Battery,37.774814,-122.418954,135
San Jose City Hall,San Jose Civic Center,37.337391,-121.886995,134
Grant Avenue at Columbus Avenue,San Francisco City Hall,37.7979,-122.405942,134
Spear at Folsom,Golden Gate at Polk,37.790302,-122.390637,134
Temporary Transbay Terminal (Howard at Beale),Washington at Kearney,37.789756,-122.394643,134
Washington at Kearny,Steuart at Market,37.795425,-122.404767,133
San Francisco City Hall,2nd at Townsend,37.77865,-122.418235,133
Japantown,Paseo de San Antonio,37.348742,-121.894715,133
Powell Street BART,Davis at Jackson,37.783871,-122.408433,133
Yerba Buena Center of the Arts (3rd @ Howard),2nd at Folsom,37.784878,-122.401014,132
2nd at South Park,Broadway St at Battery St,37.782259,-122.392738,132
Townsend at 7th,San Francisco City Hall,37.771058,-122.402717,131
Yerba Buena Center of the Arts (3rd @ Howard),Golden Gate at Polk,37.784878,-122.401014,131
Post at Kearny,Golden Gate at Polk,37.788975,-122.403452,131
2nd at Folsom,South Van Ness at Market,37.785299,-122.396236,130
Embarcadero at Vallejo,Civic Center BART (7th at Market),37.799953,-122.398525,130
Embarcadero at Vallejo,5th at Howard,37.799953,-122.398525,130
Washington at Kearny,Davis at Jackson,37.795425,-122.404767,130
Embarcadero at Folsom,Clay at Battery,37.791464,-122.391034,129
Howard at 2nd,Golden Gate at Polk,37.786978,-122.398108,129
2nd at Folsom,Embarcadero at Vallejo,37.785299,-122.396236,129
San Francisco City Hall,2nd at South Park,37.77865,-122.418235,129
Broadway St at Battery St,Market at 10th,37.798541,-122.400862,129
Broadway St at Battery St,Grant Avenue at Columbus Avenue,37.798541,-122.400862,128
Beale at Market,Clay at Battery,37.792251,-122.397086,128
Golden Gate at Polk,2nd at South Park,37.781332,-122.418603,128
South Van Ness at Market,Washington at Kearny,37.774814,-122.418954,128
Embarcadero at Bryant,Powell Street BART,37.787152,-122.388013,127
Redwood City Caltrain Station,Redwood City Public Library,37.486078,-122.232089,127
San Pedro Square,MLK Library,37.336721,-121.894074,127
Paseo de San Antonio,St James Park,37.333798,-121.886943,127
San Francisco City Hall,Commercial at Montgomery,37.77865,-122.418235,126
Rengstorff Avenue / California Street,Mountain View City Hall,37.420909,-122.080623,126
Post at Kearny,2nd at Folsom,37.788975,-122.403452,126
San Francisco Caltrain 2 (330 Townsend),Grant Avenue at Columbus Avenue,37.7766,-122.39547,125
St James Park,MLK Library,37.339301,-121.889937,125
Embarcadero at Folsom,Civic Center BART (7th at Market),37.791464,-122.391034,125
Japantown,San Salvador at 1st,37.348742,-121.894715,124
Civic Center BART (7th at Market),Embarcadero at Folsom,37.781039,-122.411748,124
California Ave Caltrain Station,Park at Olive,37.429082,-122.142805,124
San Pedro Square,San Salvador at 1st,37.336721,-121.894074,124
Embarcadero at Folsom,Post at Kearny,37.791464,-122.391034,123
Market at 10th,Clay at Battery,37.776619,-122.417385,123
San Francisco Caltrain (Townsend at 4th),Post at Kearney,37.776617,-122.39526,123
Kaiser Hospital,Redwood City Caltrain Station,37.487682,-122.223492,123
University and Emerson,Park at Olive,37.444521,-122.163093,123
Castro Street and El Camino Real,Mountain View City Hall,37.385956,-122.083678,123
Embarcadero at Bryant,5th at Howard,37.787152,-122.388013,123
Davis at Jackson,Clay at Battery,37.79728,-122.398436,122
Post at Kearney,San Francisco Caltrain (Townsend at 4th),37.788975,-122.403452,122
Arena Green / SAP Center,St James Park,37.332692,-121.900084,121
Yerba Buena Center of the Arts (3rd @ Howard),Embarcadero at Vallejo,37.784878,-122.401014,121
Townsend at 7th,Grant Avenue at Columbus Avenue,37.771058,-122.402717,120
Mountain View Caltrain Station,Charleston Park/ North Bayshore Area,37.394358,-122.076713,120
South Van Ness at Market,Grant Avenue at Columbus Avenue,37.774814,-122.418954,120
Golden Gate at Polk,2nd at Townsend,37.781332,-122.418603,120
St James Park,San Salvador at 1st,37.339301,-121.889937,120
MLK Library,San Pedro Square,37.335885,-121.88566,119
San Jose Civic Center,MLK Library,37.330698,-121.888979,119
Howard at 2nd,2nd at Folsom,37.786978,-122.398108,119
Post at Kearney,South Van Ness at Market,37.788975,-122.403452,119
Powell Street BART,Embarcadero at Bryant,37.783871,-122.408433,119
Golden Gate at Polk,San Francisco City Hall,37.781332,-122.418603,118
Franklin at Maple,Redwood City Caltrain Station,37.481758,-122.226904,118
Beale at Market,Mechanics Plaza (Market at Battery),37.792251,-122.397086,118
Powell Street BART,Broadway St at Battery St,37.783871,-122.408433,117
South Van Ness at Market,Post at Kearney,37.774814,-122.418954,117
San Mateo County Center,San Mateo County Center,37.487616,-122.229951,117
Embarcadero at Vallejo,Yerba Buena Center of the Arts (3rd @ Howard),37.799953,-122.398525,117
Charleston Park/ North Bayshore Area,Charleston Park/ North Bayshore Area,37.420909,-122.080623,116
Embarcadero at Bryant,Civic Center BART (7th at Market),37.787152,-122.388013,116
Embarcadero at Folsom,South Van Ness at Market,37.791464,-122.391034,116
Clay at Battery,Golden Gate at Polk,37.795001,-122.39997,115
Embarcadero at Folsom,Powell at Post (Union Square),37.791464,-122.391034,115
Embarcadero at Vallejo,Washington at Kearny,37.799953,-122.398525,115
Civic Center BART (7th at Market),Spear at Folsom,37.781039,-122.411748,115
Civic Center BART (7th at Market),Davis at Jackson,37.781039,-122.411748,114
2nd at Townsend,Post at Kearney,37.780526,-122.390288,114
Japantown,St James Park,37.348742,-121.894715,114
Post at Kearney,Embarcadero at Sansome,37.788975,-122.403452,114
Yerba Buena Center of the Arts (3rd @ Howard),Howard at 2nd,37.784878,-122.401014,113
South Van Ness at Market,Broadway St at Battery St,37.774814,-122.418954,113
Santa Clara at Almaden,San Jose Civic Center,37.333988,-121.894902,113
Golden Gate at Polk,Broadway St at Battery St,37.781332,-122.418603,112
Townsend at 7th,Clay at Battery,37.771058,-122.402717,112
Park at Olive,Park at Olive,37.4256839,-122.1377775,111
Howard at 2nd,Davis at Jackson,37.786978,-122.398108,111
Embarcadero at Folsom,2nd at Folsom,37.791464,-122.391034,110
Mountain View City Hall,Rengstorff Avenue / California Street,37.389218,-122.081896,110
5th at Howard,San Francisco City Hall,37.781752,-122.405127,110
San Jose City Hall,SJSU 4th at San Carlos,37.337391,-121.886995,110
SJSU - San Salvador at 9th,San Jose City Hall,37.333955,-121.877349,109
Washington at Kearney,Embarcadero at Sansome,37.795425,-122.404767,108
San Pedro Square,SJSU - San Salvador at 9th,37.336721,-121.894074,107
MLK Library,San Salvador at 1st,37.335885,-121.88566,107
MLK Library,Paseo de San Antonio,37.335885,-121.88566,107
Embarcadero at Bryant,Washington at Kearny,37.787152,-122.388013,107
Grant Avenue at Columbus Avenue,Post at Kearney,37.7979,-122.405942,106
Washington at Kearny,Townsend at 7th,37.795425,-122.404767,106
Paseo de San Antonio,Santa Clara at Almaden,37.333798,-121.886943,106
Townsend at 7th,Washington at Kearny,37.771058,-122.402717,106
Civic Center BART (7th at Market),Broadway St at Battery St,37.781039,-122.411748,105
St James Park,Arena Green / SAP Center,37.339301,-121.889937,104
Howard at 2nd,San Francisco City Hall,37.786978,-122.398108,104
Townsend at 7th,Mechanics Plaza (Market at Battery),37.771058,-122.402717,104
St James Park,Paseo de San Antonio,37.339301,-121.889937,103
Ryland Park,Adobe on Almaden,37.342725,-121.895617,103
Spear at Folsom,Washington at Kearny,37.790302,-122.390637,103
San Jose Civic Center,San Jose City Hall,37.330698,-121.888979,103
Grant Avenue at Columbus Avenue,Golden Gate at Polk,37.7979,-122.405942,103
Embarcadero at Bryant,Post at Kearny,37.787152,-122.388013,102
Embarcadero at Vallejo,South Van Ness at Market,37.799953,-122.398525,102
Evelyn Park and Ride,Mountain View City Hall,37.395337,-122.052476,102
Broadway St at Battery St,South Van Ness at Market,37.798541,-122.400862,102
2nd at South Park,San Francisco City Hall,37.782259,-122.392738,102
San Antonio Shopping Center,San Antonio Shopping Center,37.400443,-122.108338,102
Clay at Battery,Commercial at Montgomery,37.795001,-122.39997,101
Market at 10th,Post at Kearney,37.776619,-122.417385,101
St James Park,St James Park,37.339301,-121.889937,101
Embarcadero at Sansome,Washington at Kearney,37.80477,-122.403234,100
San Francisco City Hall,Beale at Market,37.77865,-122.418235,100
Adobe on Almaden,Paseo de San Antonio,37.331415,-121.8932,100
Post at Kearney,Market at 10th,37.788975,-122.403452,99
Mezes,Redwood City Caltrain Station,37.491269,-122.236234,99
Post at Kearny,Embarcadero at Vallejo,37.788975,-122.403452,99
Embarcadero at Sansome,Post at Kearney,37.80477,-122.403234,99
San Salvador at 1st,SJSU 4th at San Carlos,37.330165,-121.885831,99
MLK Library,San Jose City Hall,37.335885,-121.88566,99
Washington at Kearny,South Van Ness at Market,37.795425,-122.404767,99
Civic Center BART (7th at Market),Embarcadero at Bryant,37.781039,-122.411748,99
Post at Kearny,San Francisco City Hall,37.788975,-122.403452,99
Santa Clara County Civic Center,Santa Clara County Civic Center,37.352601,-121.905733,98
Clay at Battery,South Van Ness at Market,37.795001,-122.39997,98
Washington at Kearny,Clay at Battery,37.795425,-122.404767,98
Embarcadero at Vallejo,Commercial at Montgomery,37.799953,-122.398525,98
San Jose City Hall,SJSU - San Salvador at 9th,37.337391,-121.886995,98
Davis at Jackson,Townsend at 7th,37.79728,-122.398436,98
Townsend at 7th,Broadway St at Battery St,37.771058,-122.402717,97
Mountain View City Hall,San Antonio Shopping Center,37.389218,-122.081896,97
Golden Gate at Polk,Howard at 2nd,37.781332,-122.418603,97
Washington at Kearny,Yerba Buena Center of the Arts (3rd @ Howard),37.795425,-122.404767,97
Washington at Kearney,Temporary Transbay Terminal (Howard at Beale),37.795425,-122.404767,97
San Francisco City Hall,Yerba Buena Center of the Arts (3rd @ Howard),37.77865,-122.418235,97
Broadway St at Battery St,Howard at 2nd,37.798541,-122.400862,97
Adobe on Almaden,San Pedro Square,37.331415,-121.8932,96
San Salvador at 1st,Japantown,37.330165,-121.885831,96
Yerba Buena Center of the Arts (3rd @ Howard),San Francisco City Hall,37.784878,-122.401014,95
Mountain View City Hall,Castro Street and El Camino Real,37.389218,-122.081896,95
Powell Street BART,Embarcadero at Folsom,37.783871,-122.408433,95
Clay at Battery,Washington at Kearny,37.795001,-122.39997,95
Washington at Kearney,Embarcadero at Folsom,37.795425,-122.404767,95
Washington at Kearney,Harry Bridges Plaza (Ferry Building),37.795425,-122.404767,95
Spear at Folsom,Post at Kearny,37.790302,-122.390637,95
Broadway St at Battery St,Embarcadero at Vallejo,37.798541,-122.400862,94
Arena Green / SAP Center,Paseo de San Antonio,37.332692,-121.900084,94
San Jose City Hall,Adobe on Almaden,37.337391,-121.886995,94
Embarcadero at Folsom,Washington at Kearney,37.791464,-122.391034,94
MLK Library,San Jose Civic Center,37.335885,-121.88566,94
2nd at Folsom,Post at Kearney,37.785299,-122.396236,94
Redwood City Caltrain Station,Mezes,37.486078,-122.232089,94
SJSU 4th at San Carlos,MLK Library,37.332808,-121.883891,93
Davis at Jackson,South Van Ness at Market,37.79728,-122.398436,93
Golden Gate at Polk,Clay at Battery,37.781332,-122.418603,93
Post at Kearney,Spear at Folsom,37.788975,-122.403452,93
MLK Library,St James Park,37.335885,-121.88566,92
Commercial at Montgomery,Post at Kearney,37.794231,-122.402923,92
Spear at Folsom,Embarcadero at Folsom,37.790302,-122.390637,92
Market at 10th,Washington at Kearney,37.776619,-122.417385,92
San Antonio Shopping Center,University and Emerson,37.400443,-122.108338,92
Embarcadero at Vallejo,Market at 10th,37.799953,-122.398525,91
San Francisco City Hall,Temporary Transbay Terminal (Howard at Beale),37.77865,-122.418235,91
Mechanics Plaza (Market at Battery),2nd at Folsom,37.7913,-122.399051,91
Temporary Transbay Terminal (Howard at Beale),San Francisco City Hall,37.789756,-122.394643,90
SJSU - San Salvador at 9th,San Pedro Square,37.333955,-121.877349,90
Broadway St at Battery St,Yerba Buena Center of the Arts (3rd @ Howard),37.798541,-122.400862,89
Post at Kearney,2nd at Townsend,37.788975,-122.403452,89
Washington at Kearney,Washington at Kearney,37.795425,-122.404767,89
San Salvador at 1st,St James Park,37.330165,-121.885831,89
Steuart at Market,San Francisco City Hall,37.794139,-122.394434,88
University and Emerson,Palo Alto Caltrain Station,37.444521,-122.163093,88
2nd at Townsend,San Francisco City Hall,37.780526,-122.390288,87
California Ave Caltrain Station,San Antonio Caltrain Station,37.429082,-122.142805,87
SJSU 4th at San Carlos,San Salvador at 1st,37.332808,-121.883891,87
Market at 10th,Embarcadero at Bryant,37.776619,-122.417385,86
Paseo de San Antonio,Ryland Park,37.333798,-121.886943,86
Paseo de San Antonio,San Jose Civic Center,37.333798,-121.886943,86
San Francisco City Hall,2nd at Folsom,37.77865,-122.418235,86
St James Park,San Jose City Hall,37.339301,-121.889937,86
Howard at 2nd,Broadway St at Battery St,37.786978,-122.398108,86
Embarcadero at Vallejo,Broadway St at Battery St,37.799953,-122.398525,85
5th at Howard,Embarcadero at Bryant,37.781752,-122.405127,85
Paseo de San Antonio,San Jose City Hall,37.333798,-121.886943,85
Redwood City Caltrain Station,Kaiser Hospital,37.486078,-122.232089,85
Post at Kearney,San Francisco Caltrain 2 (330 Townsend),37.788975,-122.403452,84
Stanford in Redwood City,Palo Alto Caltrain Station,37.48537,-122.203288,84
San Mateo County Center,Redwood City Caltrain Station,37.487616,-122.229951,84
Embarcadero at Sansome,San Francisco City Hall,37.80477,-122.403234,84
San Jose Civic Center,Adobe on Almaden,37.330698,-121.888979,84
Market at 4th,Washington at Kearney,37.786305,-122.404966,84
2nd at Townsend,Golden Gate at Polk,37.780526,-122.390288,84
Embarcadero at Folsom,Spear at Folsom,37.791464,-122.391034,84
Embarcadero at Vallejo,Post at Kearny,37.799953,-122.398525,83
Davis at Jackson,2nd at Folsom,37.79728,-122.398436,83
Broadway St at Battery St,Townsend at 7th,37.798541,-122.400862,83
SJSU 4th at San Carlos,San Pedro Square,37.332808,-121.883891,83
Adobe on Almaden,San Salvador at 1st,37.331415,-121.8932,83
San Francisco City Hall,Spear at Folsom,37.77865,-122.418235,82
Washington at Kearny,Spear at Folsom,37.795425,-122.404767,82
Market at 10th,Embarcadero at Folsom,37.776619,-122.417385,82
5th at Howard,Davis at Jackson,37.781752,-122.405127,82
Washington at Kearny,Golden Gate at Polk,37.795425,-122.404767,81
Davis at Jackson,5th at Howard,37.79728,-122.398436,81
Post at Kearney,2nd at Folsom,37.788975,-122.403452,81
Arena Green / SAP Center,Santa Clara County Civic Center,37.332692,-121.900084,81
Townsend at 7th,Post at Kearney,37.771058,-122.402717,81
Redwood City Public Library,Redwood City Caltrain Station,37.484219,-122.227424,81
MLK Library,SJSU 4th at San Carlos,37.335885,-121.88566,81
Embarcadero at Folsom,Market at 10th,37.791464,-122.391034,80
Harry Bridges Plaza (Ferry Building),Washington at Kearney,37.795392,-122.394203,80
Mechanics Plaza (Market at Battery),Beale at Market,37.7913,-122.399051,80
Japantown,San Jose Civic Center,37.348742,-121.894715,80
SJSU 4th at San Carlos,Paseo de San Antonio,37.332808,-121.883891,80
Post at Kearney,Steuart at Market,37.788975,-122.403452,79
San Jose Civic Center,Paseo de San Antonio,37.330698,-121.888979,79
Ryland Park,Paseo de San Antonio,37.342725,-121.895617,79
Commercial at Montgomery,Embarcadero at Vallejo,37.794231,-122.402923,79
Yerba Buena Center of the Arts (3rd @ Howard),Broadway St at Battery St,37.784878,-122.401014,78
Golden Gate at Polk,Commercial at Montgomery,37.781332,-122.418603,78
San Francisco City Hall,Washington at Kearny,37.77865,-122.418235,78
Castro Street and El Camino Real,San Antonio Shopping Center,37.385956,-122.083678,78
Adobe on Almaden,San Jose Civic Center,37.331415,-121.8932,78
Post at Kearny,Market at Sansome,37.788975,-122.403452,77
Japantown,Santa Clara at Almaden,37.348742,-121.894715,77
San Antonio Shopping Center,Mountain View City Hall,37.400443,-122.108338,77
Embarcadero at Bryant,Market at 10th,37.787152,-122.388013,76
Paseo de San Antonio,Adobe on Almaden,37.333798,-121.886943,76
Washington at Kearney,Market at 10th,37.795425,-122.404767,76
San Francisco City Hall,Howard at 2nd,37.77865,-122.418235,76
University and Emerson,San Antonio Shopping Center,37.444521,-122.163093,76
Arena Green / SAP Center,San Jose Civic Center,37.332692,-121.900084,75
Market at 10th,Broadway St at Battery St,37.776619,-122.417385,75
San Antonio Shopping Center,Rengstorff Avenue / California Street,37.400443,-122.108338,75
SJSU 4th at San Carlos,San Jose Civic Center,37.332808,-121.883891,74
2nd at South Park,Washington at Kearney,37.782259,-122.392738,74
San Francisco City Hall,Post at Kearney,37.77865,-122.418235,74
Santa Clara County Civic Center,Arena Green / SAP Center,37.352601,-121.905733,74
2nd at Folsom,San Francisco City Hall,37.785299,-122.396236,73
Cowper at University,Park at Olive,37.448598,-122.159504,73
Golden Gate at Polk,Post at Kearney,37.781332,-122.418603,73
Beale at Market,San Francisco City Hall,37.792251,-122.397086,72
Park at Olive,Cowper at University,37.4256839,-122.1377775,72
San Antonio Caltrain Station,Mountain View City Hall,37.40694,-122.106758,72
Adobe on Almaden,SJSU 4th at San Carlos,37.331415,-121.8932,72
Broadway St at Battery St,Golden Gate at Polk,37.798541,-122.400862,71
Adobe on Almaden,MLK Library,37.331415,-121.8932,71
Post at Kearney,Powell Street BART,37.788975,-122.403452,71
San Pedro Square,Adobe on Almaden,37.336721,-121.894074,71
Washington at Kearney,Powell Street BART,37.795425,-122.404767,71
Mechanics Plaza (Market at Battery),Washington at Kearney,37.7913,-122.399051,71
Temporary Transbay Terminal (Howard at Beale),Post at Kearney,37.789756,-122.394643,70
Adobe on Almaden,San Jose City Hall,37.331415,-121.8932,70
San Antonio Caltrain Station,California Ave Caltrain Station,37.40694,-122.106758,70
Adobe on Almaden,Ryland Park,37.331415,-121.8932,69
San Jose Civic Center,SJSU 4th at San Carlos,37.330698,-121.888979,69
Mountain View City Hall,San Antonio Caltrain Station,37.389218,-122.081896,69
San Jose Civic Center,Arena Green / SAP Center,37.330698,-121.888979,69
San Pedro Square,Santa Clara at Almaden,37.336721,-121.894074,69
San Salvador at 1st,San Jose Civic Center,37.330165,-121.885831,68
Post at Kearney,Temporary Transbay Terminal (Howard at Beale),37.788975,-122.403452,68
Spear at Folsom,Post at Kearney,37.790302,-122.390637,68
Arena Green / SAP Center,Ryland Park,37.332692,-121.900084,68
Golden Gate at Polk,Washington at Kearny,37.781332,-122.418603,67
Washington at Kearney,Market at Sansome,37.795425,-122.404767,67
Redwood City Public Library,Redwood City Public Library,37.484219,-122.227424,67
Rengstorff Avenue / California Street,San Antonio Shopping Center,37.420909,-122.080623,67
Mountain View Caltrain Station,Middlefield Light Rail Station,37.394358,-122.076713,66
Post at Kearney,Howard at 2nd,37.788975,-122.403452,66
Mountain View City Hall,Evelyn Park and Ride,37.389218,-122.081896,66
Palo Alto Caltrain Station,Stanford in Redwood City,37.443988,-122.164759,65
San Pedro Square,SJSU 4th at San Carlos,37.336721,-121.894074,65
San Jose City Hall,St James Park,37.337391,-121.886995,64
Broadway St at Battery St,2nd at Folsom,37.798541,-122.400862,64
Broadway St at Battery St,Washington at Kearny,37.798541,-122.400862,64
Paseo de San Antonio,SJSU 4th at San Carlos,37.333798,-121.886943,63
Santa Clara at Almaden,San Pedro Square,37.333988,-121.894902,63
South Van Ness at Market,Embarcadero at Bryant,37.774814,-122.418954,63
Stanford in Redwood City,Stanford in Redwood City,37.48537,-122.203288,63
San Jose Civic Center,SJSU - San Salvador at 9th,37.330698,-121.888979,63
Davis at Jackson,Golden Gate at Polk,37.79728,-122.398436,62
Steuart at Market,Beale at Market,37.794139,-122.394434,62
Post at Kearney,Commercial at Montgomery,37.788975,-122.403452,62
Santa Clara at Almaden,San Salvador at 1st,37.333988,-121.894902,62
Santa Clara County Civic Center,Japantown,37.352601,-121.905733,61
Paseo de San Antonio,Arena Green / SAP Center,37.333798,-121.886943,61
San Francisco Caltrain 2 (330 Townsend),Post at Kearney,37.7766,-122.39547,61
Embarcadero at Vallejo,2nd at Folsom,37.799953,-122.398525,61
San Jose Diridon Caltrain Station,Arena Green / SAP Center,37.329732,-121.901782,61
Howard at 2nd,Post at Kearney,37.786978,-122.398108,60
San Jose Civic Center,Ryland Park,37.330698,-121.888979,60
San Mateo County Center,Redwood City Public Library,37.487616,-122.229951,60
Washington at Kearny,San Francisco City Hall,37.795425,-122.404767,60
SJSU - San Salvador at 9th,St James Park,37.333955,-121.877349,59
Arena Green / SAP Center,Japantown,37.332692,-121.900084,59
St James Park,Adobe on Almaden,37.339301,-121.889937,59
Post at Kearney,Post at Kearney,37.788975,-122.403452,59
Post at Kearney,Golden Gate at Polk,37.788975,-122.403452,58
SJSU - San Salvador at 9th,San Jose Civic Center,37.333955,-121.877349,58
Washington at Kearney,Beale at Market,37.795425,-122.404767,58
Post at Kearney,5th at Howard,37.788975,-122.403452,58
Commercial at Montgomery,Golden Gate at Polk,37.794231,-122.402923,57
San Antonio Shopping Center,Castro Street and El Camino Real,37.400443,-122.108338,56
MLK Library,Santa Clara at Almaden,37.335885,-121.88566,56
Embarcadero at Vallejo,Golden Gate at Polk,37.799953,-122.398525,56
Powell Street BART,Post at Kearney,37.783871,-122.408433,56
Washington at Kearny,2nd at Folsom,37.795425,-122.404767,55
Powell at Post (Union Square),Washington at Kearney,37.788446,-122.408499,55
Arena Green / SAP Center,San Salvador at 1st,37.332692,-121.900084,55
Santa Clara at Almaden,MLK Library,37.333988,-121.894902,55
Post at Kearney,Townsend at 7th,37.788975,-122.403452,55
Park at Olive,San Antonio Caltrain Station,37.4256839,-122.1377775,55
2nd at Folsom,Golden Gate at Polk,37.785299,-122.396236,55
Powell at Post (Union Square),Post at Kearney,37.788446,-122.408499,55
Post at Kearney,San Francisco City Hall,37.788975,-122.403452,54
Clay at Battery,San Francisco City Hall,37.795001,-122.39997,54
Golden Gate at Polk,Grant Avenue at Columbus Avenue,37.781332,-122.418603,54
San Jose City Hall,Arena Green / SAP Center,37.337391,-121.886995,53
San Jose Civic Center,Japantown,37.330698,-121.888979,52
SJSU 4th at San Carlos,San Jose City Hall,37.332808,-121.883891,52
SJSU 4th at San Carlos,Japantown,37.332808,-121.883891,52
Market at Sansome,Washington at Kearney,37.789625,-122.400811,51
Post at Kearney,Powell at Post (Union Square),37.788975,-122.403452,51
San Antonio Caltrain Station,Park at Olive,37.40694,-122.106758,51
San Salvador at 1st,Adobe on Almaden,37.330165,-121.885831,51
Washington at Kearney,San Francisco Caltrain 2 (330 Townsend),37.795425,-122.404767,51
Japantown,SJSU - San Salvador at 9th,37.348742,-121.894715,50
Powell Street BART,Washington at Kearney,37.783871,-122.408433,50
5th at Howard,Post at Kearney,37.781752,-122.405127,50
Steuart at Market,Post at Kearney,37.794139,-122.394434,50
Post at Kearney,Civic Center BART (7th at Market),37.788975,-122.403452,50
Spear at Folsom,Washington at Kearney,37.790302,-122.390637,50
Japantown,SJSU 4th at San Carlos,37.348742,-121.894715,49
Redwood City Public Library,San Mateo County Center,37.484219,-122.227424,49
Ryland Park,SJSU 4th at San Carlos,37.342725,-121.895617,49
Market at Sansome,Post at Kearny,37.789625,-122.400811,49
San Jose Civic Center,San Salvador at 1st,37.330698,-121.888979,49
Civic Center BART (7th at Market),Post at Kearney,37.781039,-122.411748,48
